,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
248,Audi,A3,35 Tdi Premium Plus,3021200,1968 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50,Diesel,1416,4456,1796,Sedan,4.0,18,18,20.38 km/litre,,1340 kg,6,161 mm,Ventilated Disc,Ventilated Disc,multi-link suspension with stabilizer bar and coil springs,multi-link suspension with stabilizer bar and coil springs,1555 mm,1526 mm,205/55R17,205/55R17,Electric Power,All Windows,,Smart Key,143PS@4000rpm,320Nm@1750-3000rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2637 mm,205/55R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,425 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,"Front, Front & Rear",Yes,3rd/4th year( regardless of its mileage),Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1890 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags",Yes,Yes,Yes,,9.0,,"Rake, Reach",,,Rear sensors,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,,Yes,Yes,Cup Holders,,Yes,Yes,,,Yes,Yes,Yes,,Yes,,,Yes,Yes,,,,,
249,Audi,A3,35 Tdi Technology,3221200,1968 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50,Diesel,1416,4456,1796,Sedan,4.0,18,18,20.38 km/litre,,1340 kg,6,161 mm,Solid Disc,Solid Disc,multi-link suspension with stabilizer bar and coil springs,multi-link suspension with stabilizer bar and coil springs,1555 mm,1526 mm,205/55R17,205/55R17,Electric Power,All Windows,,Smart Key,143PS@4000rpm,320Nm@1750-3000rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2637 mm,205/55R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,425 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,"Front, Front & Rear",Yes,3rd/4th year( regardless of its mileage),Yes,Manual,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1890 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags",Yes,Yes,Yes,,9.0,,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,,,Yes,Yes,,,,,
252,,Mercedes-Benz B-Class,B 180 Sport,2988311,1595 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50,Petrol,1557,4393,1786,MPV,5.0,9.5,14.2,14.81 km/litre,,1425 kg,7,190 mm,Ventilated Disc,Ventilated Disc,McPherson Strut,Four Link,1552 mm,1549 mm,205/55R16,205/55R16,Electric Power,All Windows,Yes,Smart Key,122PS@5000rpm,200Nm@1250-4000rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2699 mm,205/55R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"Internal, With Remote",488 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,4th year /with (absolutely no mileage restriction),Yes,"With Remote, Manual",Analog,Automatic,Analog + Digital,Yes,11 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1950 kg,"Driver pelvic airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags, Drive side airbag, Front passenger pelvic airbag",Yes,Yes,Yes,Yes,7.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
253,,Mercedes-Benz B-Class,B 200 Cdi Sport,3089851,2143 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50,Diesel,1557,4393,1786,MPV,5.0,11.5,15,15 km/litre,,1577 kg,7,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut front axle,4 link rear axle,1522 mm,1549 mm,205/55R16,205/55R16,Electric Power,All Windows,Yes,Smart Key,136PS@4400RPM,300Nm@1600-3000rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2699 mm,205/55R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,,"With Remote, Manual",488 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,4th year /with (absolutely no mileage restriction),Yes,Internal,Analog,Automatic,Analog + Digital,Yes,11 meter,Yes,,,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,2025 kg,"Driver pelvic airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Drive side airbag, Front passenger pelvic airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,7.0,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
254,,Mercedes-Benz B-Class,B 180 Night Edition,3198662,1595 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50,Petrol,1557,4393,1786,MPV,5.0,9.5,14.2,14.81 km/litre,,1425 kg,7,190 mm,Ventilated Disc,Ventilated Disc,McPherson Strut,Four Link,1552 mm,1549 mm,205/55R16,205/55R16,Electric Power,All Windows,Yes,Smart Key,122PS@5000rpm,200Nm@1250-4000rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2699 mm,205/55R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"Internal, With Remote",488 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,4th year /with (absolutely no mileage restriction),Yes,"With Remote, Manual",Analog,Automatic,Analog + Digital,Yes,11 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1950 kg,"Driver pelvic airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Drive side airbag, Front passenger pelvic airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
255,,Mercedes-Benz B-Class,B 200 Cdi Night Edition,3303282,2143 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50,Diesel,1557,4393,1786,MPV,5.0,11.5,15,15 km/litre,,1577 kg,7,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut front axle,4 link rear axle,1522 mm,1549 mm,205/55R16,205/55R16,Electric Power,All Windows,Yes,Smart Key,136PS@4400RPM,300Nm@1600-3000rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2699 mm,205/55R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,,"With Remote, Manual",488 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,4th year /with (absolutely no mileage restriction),Yes,Internal,Analog,Automatic,Analog + Digital,Yes,11 meter,Yes,,,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,2025 kg,"Driver pelvic airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Drive side airbag, Front passenger pelvic airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
256,,Mercedes-Benz Cla-Class,200 Sport,3599000,1991 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,56,Petrol,1432,4630,1777,Sedan,4.0,11.04,15.04,15.04 km/litre,,1510 kg,7,160 mm,Ventilated Disc,Ventilated Disc,McPherson Strut,Four-link,1549 mm,1547 mm,225/45R17,225/45R17,Electric Power,All Windows,Yes,Smart Key,183PS@5500rpm,300Nm@1200-4000rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2699 mm,225/45R17,Yes,Yes,DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",470 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,4th year /with (absolutely no mileage restriction),Yes,Internal,Analog,Automatic,Analog + Digital,Yes,11 meter,Yes,Driver & Front Passenger,Not Applicable,"Fully automatic climate control, 2 Zone Climate Control",,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,1955 kg,"Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
257,,Mercedes-Benz Cla-Class,200 Cdi Style,3172000,2143 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,56,Diesel,1432,4630,1777,Sedan,4.0,13.9,17.9,17.9 km/litre,,1570 kg,,160 mm,Ventilated Disc,Ventilated Disc,McPherson Strut,Four-link,1549 mm,1547 mm,225/45R17,225/45R17,Electric Power,All Windows,Power seats,Smart Key,136PS@4400RPM,300Nm@1600-3000rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2699 mm,225/45R17,Yes,Yes,DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",470 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,4th year /with (absolutely no mileage restriction),Yes,Internal,Analog,Automatic,Analog + Digital,Yes,11 meter,Yes,Driver & Front Passenger,Not Applicable,"Fully automatic climate control, 2 Zone Climate Control",,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,2005 kg,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
258,,Mercedes-Benz Cla-Class,200 D Sport,3699000,2143 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,56,Diesel,1432,4630,1777,Sedan,4.0,13.9,17.9,17.9 km/litre,,1570 kg,,160 mm,Ventilated Disc,Ventilated Disc,McPherson Strut,Four-link,1549 mm,1547 mm,225/45R17,225/45R17,Electric Power,All Windows,Power seats,Smart Key,136PS@4400RPM,300Nm@1600-3000rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2699 mm,225/45R17,Yes,Yes,DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",470 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,4th year /with (absolutely no mileage restriction),Yes,Internal,Analog,Automatic,Analog + Digital,Yes,11 meter,Yes,Driver & Front Passenger,Not Applicable,"Fully automatic climate control, 2 Zone Climate Control",,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,2005 kg,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
259,Skoda,Kodiaq,Style 2.0 Tdi 4X4 At,3299599,1968 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,66,Diesel,1483,4861,1864,SUV,4.0,15.1,18.19,18.19 km/litre,,1565 kg,6,149 mm,Ventilated Disc,Ventilated Disc,McPherson suspension with lower triangular links and torsion stabilizer,"Multi-element axle, with one longitudinal and three transverse links, with torsion stabiliser",,,215/55 R17,215/55 R17,Electro-Hydraulic,All Windows,Yes,Smart Key,177PS@4000RPM,350Nm@1500-3500rpm,Digital,Analog,Analog,1,5.0,Leather,Automatic,2841 mm,215/55 R17,Yes,3,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"Internal, With Remote",625 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Automatic,Analog + Digital,Yes,11.1 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2060 kg,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Rear passenger side airbags",Yes,Yes,Yes,Yes,8.0,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
260,Skoda,Kodiaq,Laurin And Klement,3678599,1968 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,66,Diesel,1483,4861,1864,SUV,4.0,15.1,18.19,18.19 km/litre,,1565 kg,6,149 mm,Ventilated Disc,Ventilated Disc,McPherson suspension with lower triangular links and torsion stabilizer,"Multi-element axle, with one longitudinal and three transverse links, with torsion stabiliser",,,215/55 R17,215/55 R17,Electro-Hydraulic,All Windows,Yes,Smart Key,148bhp@4000RPM,340Nm@1500-3500rpm,Digital,Analog,Analog,1,5.0,Leather,Automatic,2841 mm,215/55 R17,Yes,3,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"Internal, With Remote",625 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Automatic,Analog + Digital,Yes,11.1 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2060 kg,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Rear passenger side airbags",Yes,Yes,Yes,Yes,9.0,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
261,Skoda,Kodiaq,Corporate Edition,3299599,1968 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,66,Diesel,1483,4861,1864,SUV,4.0,15.1,18.19,18.19 km/litre,,1565 kg,6,149 mm,Ventilated Disc,Ventilated Disc,McPherson suspension with lower triangular links and torsion stabilizer,"Multi-element axle, with one longitudinal and three transverse links, with torsion stabiliser",,,215/55 R17,215/55 R17,Electro-Hydraulic,All Windows,Yes,Smart Key,177PS@4000RPM,350Nm@1500-3500rpm,Digital,Analog,Analog,1,5.0,Leather,Automatic,2841 mm,215/55 R17,Yes,3,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"Internal, With Remote",625 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Automatic,Analog + Digital,Yes,11.1 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2060 kg,"Driver head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Yes,Yes,Yes,Yes,9.0,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
262,Dc,Avanti,Standard,3407407,2000 cc,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS IV,"Rear Mid, Transverse",Injection,60,Petrol,1200,4565,2120,Coupe,2.0,8,10,10 km/litre,,1580 kg,6,170 mm,Ventilated Disc,Ventilated Disc,Double wishbone,Double wishbone,1670 mm,1650 mm,255/35R20,295/30R20,Electric Power,Only Front Windows,,Smart Key,250PS@5500RPM,340NM@2750-5000rpm,Digital,Analog,Analog,Yes,2.0,Fabric,Manual,2700 mm,R20,Yes,Yes,CD/MP3 Player,,,,Yes,Internal,,Yes,Yes,,Digital,Front,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,,,,,,,,Yes,Yes,Front Row,1580 kg,,Yes,,Yes,,,,"Rake, Reach",,,,Yes,,,,,Touch Sensitive,,,,Manual Adjustment,,,,,,,,,,Yes,,,,Yes,,,,,,,,,
280,Jaguar,Xf,2.0 Prestige,5436329,1999 cc,4.0,4.0,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,74,Petrol,1460,4961,2091,Sedan,4.0,5.7,13.12,13.12 km/litre,,1730 kg,8,,Ventilated Disc,Ventilated Disc,Adaptive Dynamics system,Adaptive Dynamics system,1605 mm,1594 mm,235/55R17,235/55R17,Electric Power,All Windows,"Yes, with memory",,247PS@5500rpm,340Nm@1750-2000RPM,Analog,Analog,Analog,Yes,5.0,Leather,Automatic,2960 mm,235/55R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Manual,505 litres,Yes,Yes,Yes,Digital,Yes,Yes,Yes,Yes,,Yes,Internal,Yes,Automatic,Analog,Yes,11.61 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,2210 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Yes,Yes,Yes,Yes,6.0,10:1,"Rake, Reach",,Air Conditioner : Standard,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,All,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
281,Jaguar,Xf,2.0 Portfolio,6073446,1999 cc,4.0,4.0,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,82,Petrol,1457,5252,1899,Sedan,4.0,5.7,13.12,13.12 km/litre,,1871 kg,8,100 mm,Ventilated Disc,Ventilated Disc,Adaptive Dynamics system,Adaptive Dynamics system,1605 mm,1594 mm,235/55R18,235/55R18,Electric Power,All Windows,Yes,Smart Key,247PS@5500rpm,340Nm@1750-2000RPM,Analog,Analog,Analog,Yes,5.0,Leather,Automatic,3157 mm,235/55R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Manual,520 litres,Yes,Yes,Yes,Digital,Yes,Yes,Yes,Yes,,Yes,Internal,Yes,Automatic,Analog,Yes,11.61 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2210 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Yes,Yes,Yes,Yes,6.0,10:1,"Rake, Reach",,Air Conditioner : Standard,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,All,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
282,Jaguar,Xf,2.0 Portfolio Diesel,6138811,1999 cc,4.0,4.0,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,83,Diesel,1457,5252,1899,Sedan,4.0,5.7,19.33,19.33 km/litre,,1871 kg,8,100 mm,Ventilated Disc,Ventilated Disc,Adaptive Dynamics system,Adaptive Dynamics system,1605 mm,1594 mm,235/55R18,235/55R18,Electric Power,All Windows,Yes,Smart Key,180ps@5500rpm,430Nm@1750-2000rpm,Analog,Analog,Analog,Yes,5.0,Leather,Automatic,3157 mm,235/55R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Manual,520 litres,Yes,Yes,Yes,Digital,Yes,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Automatic,Analog,Yes,11.61 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2250 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,6.0,15.5:1,"Rake, Reach",,Air Conditioner : Standard,,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,,,All,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
283,Jaguar,Xf,2.0 Prestige Diesel,5506622,1999 cc,4.0,4.0,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,66,Diesel,1457,5067,2091,Sedan,4.0,5.7,19.33,19.33 km/litre,,1729 kg,8,,Ventilated Disc,Ventilated Disc,Adaptive Dynamics system,Adaptive Dynamics system,1605 mm,1594 mm,235/55R17,235/55R17,Electric Power,All Windows,Yes,,180ps@5500rpm,430Nm@1750-2000rpm,Analog,Analog,Analog,Yes,5.0,Leather,Automatic,2960 mm,235/55R17,Yes,,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Manual,505 litres,Yes,Yes,Yes,Digital,Yes,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Automatic,Analog,Yes,11.61 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2250 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Yes,Yes,Yes,Yes,6.0,15.5:1,"Rake, Reach",,Air Conditioner : Standard,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,All,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
